4 2 1 0 0 11 10.600000 2212 0 0.310378
3 -1 1  2212     0     0     -0.05139679      0.41575822      0.19682539      1.04622716 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0      0.13053181     -0.03289499      9.62619504      9.62713621 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2112 0 0.007939
1 -1 1    11     0     0      0.09745345     -0.76236887      1.06370159      1.31231277 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2212     0     0     -0.08236178     -0.00482635      0.10970631      0.94825984 0.938272 0.000000 0.000000 -3.000000
3 -1 1  2112     0     0      0.12751977      0.46771273      0.29231169      1.09692560 0.939565 0.000000 0.000000 -3.000000
4 -1 1    22     0     0     -0.14261143      0.29948249      9.13428039      9.14030120 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2112 0 0.508384
1 -1 1    11     0     0     -0.89518180      0.08322479      8.13110146      8.18065328 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2212     0     0      0.02609621     -0.01263260      0.04508075      0.93980177 0.938272 0.000000 0.000000 -3.000000
3 -1 1  2112     0     0      0.81104989     -0.07390306      0.35815040      1.29395458 0.939565 0.000000 0.000000 -3.000000
